city_ascii;province_id;province_name;lat;lng;population;density
Houston;BC;British Columbia;54.3975;-126.6419;2993;41
Adelaide-Metcalfe;ON;Ontario;42.95;-81.7;2990;9
Crossfield;AB;Alberta;51.4333;-114.0333;2983;249.3
Springdale;NL;Newfoundland and Labrador;49.4974;-56.0727;2971;168.8
Fort Macleod;AB;Alberta;49.7256;-113.3975;2967;126.8
Athabasca;AB;Alberta;54.7197;-113.2856;2965;168
Enderby;BC;British Columbia;50.5508;-119.1397;2964;695.8
Saint-Ferreol-les-Neiges;QC;Quebec;47.1167;-70.85;2964;35.6
Laurentian Hills;ON;Ontario;46.1333;-77.55;2961;4.6
Grand Valley;ON;Ontario;43.95;-80.3667;2956;18.7
Senneterre;QC;Quebec;48.3833;-77.2333;2953;0.2
Sainte-Marie-Madeleine;QC;Quebec;45.6;-73.1;2935;57.7
Admaston/Bromley;ON;Ontario;45.5292;-76.8969;2935;5.6
Saint-Gabriel-de-Valcartier;QC;Quebec;46.9333;-71.4667;2933;6.7
North Algona Wilberforce;ON;Ontario;45.6167;-77.2;2915;7.7
Kingston;NB;New Brunswick;45.4663;-66.0217;2913;14.5
Wawa;ON;Ontario;47.9931;-84.7736;2905;7
Saint-Christophe-d'Arthabaska;QC;Quebec;46.0333;-71.8833;2892;41.9
Sainte-Melanie;QC;Quebec;46.1333;-73.5167;2892;38.1
Ascot Corner;QC;Quebec;45.45;-71.7667;2891;35.1
Horton;ON;Ontario;45.5;-76.6667;2887;18.2
Saint-Michel;QC;Quebec;45.2333;-73.5667;2884;48.2
Botwood;NL;Newfoundland and Labrador;49.15;-55.3667;2875;191
Saint-Paul-d'Abbotsford;QC;Quebec;45.4333;-72.8833;2870;36.1
Saint-Marc-des-Carrieres;QC;Quebec;46.6833;-72.05;2862;172
Stanstead;QC;Quebec;45.0167;-72.1;2857;125.8
Sainte-Anne-de-Beaupre;QC;Quebec;47.0167;-70.9333;2854;45.6
Sainte-Luce;QC;Quebec;48.55;-68.38;2851;39
Saint-Gabriel;QC;Quebec;46.3;-73.3833;2844;1012.3
Rankin Inlet;NU;Nunavut;62.83;-92.1321;2842;140.4
Vanscoy No. 345;SK;Saskatchewan;52.0073;-107.0552;2840;3.3
Cedar;BC;British Columbia;49.0853;-123.8259;2836;83.8
Princeton;BC;British Columbia;49.4589;-120.506;2828;47.4
La Loche;SK;Saskatchewan;56.4833;-109.4333;2827;181.3
Kingsclear;NB;New Brunswick;45.8796;-66.8695;2822;18.6
Ferme-Neuve;QC;Quebec;46.7;-75.45;2822;3.6
Thurso;QC;Quebec;45.5969;-75.2433;2818;449
Adstock;QC;Quebec;46.05;-71.08;2806;9.7
Shuniah;ON;Ontario;48.5833;-88.8333;2798;4.9
Enniskillen;ON;Ontario;42.8167;-82.125;2796;8.3
Yamachiche;QC;Quebec;46.2667;-72.8333;2787;26.2
Saint-Maurice;QC;Quebec;46.4667;-72.5333;2775;30.3
Bonaventure;QC;Quebec;48.05;-65.4833;2775;26.6
Val-Morin;QC;Quebec;46;-74.18;2772;70.3
Pohenegamook;QC;Quebec;47.4667;-69.2167;2770;8.1
Wakefield;NB;New Brunswick;46.2406;-67.6248;2767;14.1
Stoke;QC;Quebec;45.5333;-71.8;2765;10.8
Sainte-Marguerite-du-Lac-Masson;QC;Quebec;46.056;-74.0723;2763;30
Saint-Prime;QC;Quebec;48.58;-72.33;2758;18.7
Kuujjuaq;QC;Quebec;58.1429;-68.3742;2754;9.4
Atikokan;ON;Ontario;48.75;-91.6167;2753;8.6
Grenville-sur-la-Rouge;QC;Quebec;45.65;-74.6333;2746;8.7
North Cypress-Langford;MB;Manitoba;49.9969;-99.3982;2745;1.6
Sainte-Anne-de-Sorel;QC;Quebec;46.05;-73.0667;2742;71.4
Macamic;QC;Quebec;48.75;-79;2734;13.5
Sundre;AB;Alberta;51.7972;-114.6406;2729;245.6
Rougemont;QC;Quebec;45.4333;-73.05;2723;62
Piedmont;QC;Quebec;45.9;-74.13;2721;111.7
Grimshaw;AB;Alberta;56.1908;-117.6117;2718;383.4
Lac-des-Ecorces;QC;Quebec;46.55;-75.35;2713;18.8
Northeastern Manitoulin and the Islands;ON;Ontario;45.9667;-81.9333;2706;5.5
Pelican Narrows;SK;Saskatchewan;55.1883;-102.9342;2703;295
McDougall;ON;Ontario;45.45;-80.0167;2702;10.1
Black Diamond;AB;Alberta;50.6881;-114.2333;2700;702.7
Saint-Pamphile;QC;Quebec;46.9667;-69.7833;2685;19.6
Bedford;QC;Quebec;45.1167;-72.9833;2684;639.4
Weedon-Centre;QC;Quebec;45.7;-71.4667;2683;12.4
Lacolle;QC;Quebec;45.0833;-73.3667;2680;54
Saint-Gabriel-de-Brandon;QC;Quebec;46.2667;-73.3833;2679;26.8
Errington;BC;British Columbia;49.2874;-124.3433;2677;97.4
Coalhurst;AB;Alberta;49.7457;-112.9319;2668;857.5
French River / Riviere des Francais;ON;Ontario;46.1667;-80.5;2662;3.6
Arviat;NU;Nunavut;61.0996;-94.1688;2657;20.1
Saint-David-de-Falardeau;QC;Quebec;48.6167;-71.1167;2657;6.6
Markstay;ON;Ontario;46.4912;-80.4717;2656;5.2
Spaniards Bay;NL;Newfoundland and Labrador;47.6181;-53.3369;2653;40.4
Cocagne;NB;New Brunswick;46.3406;-64.62;2649;66.78
Saint-Bruno;QC;Quebec;48.4667;-71.65;2636;33.8
Chetwynd;BC;British Columbia;55.6972;-121.6333;2635;43.1
Laurier-Station;QC;Quebec;46.5333;-71.6333;2634;219.3
Saint-Anicet;QC;Quebec;45.12;-74.35;2626;19.4
Saint-Mathieu-de-Beloeil;QC;Quebec;45.5667;-73.2;2624;65.8
Cap-Chat;QC;Quebec;49.1;-66.6833;2623;14.4
Sexsmith;AB;Alberta;55.3508;-118.7825;2620;197.9
Notre-Dame-de-Lourdes;QC;Quebec;46.1;-73.4333;2595;72.6
Ville-Marie;QC;Quebec;47.3333;-79.4333;2595;424.8
Saint-Isidore;QC;Quebec;45.3;-73.68;2581;49.7
Shippegan;NB;New Brunswick;47.7439;-64.7178;2580;257.6
East Garafraxa;ON;Ontario;43.85;-80.25;2579;15.5
Pemberton;BC;British Columbia;50.3203;-122.8053;2574;217.5
Unity;SK;Saskatchewan;52.4333;-109.1667;2573;244.6
Rimbey;AB;Alberta;52.6333;-114.2167;2567;225.1
High Prairie;AB;Alberta;55.4325;-116.4861;2564;355.3
Turner Valley;AB;Alberta;50.6739;-114.2786;2559;442.1
Hanna;AB;Alberta;51.6383;-111.9419;2559;290.6
Fort Smith;NT;Northwest Territories;60.026;-112.0821;2542;27.4
Maria;QC;Quebec;48.1667;-65.9833;2536;26.7
Saint-Chrysostome;QC;Quebec;45.1;-73.7667;2522;25.2
Greater Madawaska;ON;Ontario;45.2722;-76.8589;2518;2.4
Berwick;NS;Nova Scotia;45.0475;-64.736;2509;381.3
Saint-Damase;QC;Quebec;45.5333;-73;2506;31.7
Lincoln;NB;New Brunswick;45.8716;-66.5437;2504;98.2
Disraeli;QC;Quebec;45.9;-71.35;2502;362.1
Sainte-Victoire-de-Sorel;QC;Quebec;45.95;-73.0833;2501;33.5
Meadow Lake No. 588;SK;Saskatchewan;54.1213;-108.2837;2501;0.4
Elkford;BC;British Columbia;50.0214;-114.9158;2499;24.6
Georgian Bay;ON;Ontario;44.9833;-79.8167;2499;4.6
Saint-Alexandre;QC;Quebec;45.2333;-73.1167;2495;32.8
Herbertville;QC;Quebec;48.3473;-71.6784;2491;9.5
Moosomin;SK;Saskatchewan;50.142;-101.67;2485;327.5
North Kawartha;ON;Ontario;44.75;-78.1;2479;3.2
Sainte-Thecle;QC;Quebec;46.8167;-72.5;2478;11.6
Trenton;NS;Nova Scotia;45.6193;-62.6332;2474;407.8
Fermont;QC;Quebec;52.7833;-67.0833;2474;5.2
Esterhazy;SK;Saskatchewan;50.65;-102.0667;2472;520.9
Wickham;QC;Quebec;45.75;-72.5;2470;25
La Presentation;QC;Quebec;45.6667;-73.05;2466;26.1
Beaverlodge;AB;Alberta;55.2094;-119.4292;2465;430.5
Sainte-Catherine-de-Hatley;QC;Quebec;45.25;-72.05;2464;28.5
Saint-Basile;QC;Quebec;46.75;-71.8167;2463;25.1
Saint-Raphael;QC;Quebec;46.8;-70.75;2463;20.3
Holyrood;NL;Newfoundland and Labrador;47.3833;-53.1333;2463;19.6
Gracefield;QC;Quebec;46.0926;-75.9574;2462;6.4
Saint-Martin;QC;Quebec;45.9667;-70.65;2462;20.8
Causapscal;QC;Quebec;48.3667;-67.2333;2458;15.2
Brigham;QC;Quebec;45.25;-72.85;2457;28.2
Perry;ON;Ontario;45.5;-79.2833;2454;13.1
Port-Daniel--Gascons;QC;Quebec;48.1833;-64.9667;2453;8.1
Rosetown;SK;Saskatchewan;51.55;-107.9833;2451;201.9
Minnedosa;MB;Manitoba;50.2453;-99.8428;2449;161.1
Labelle;QC;Quebec;46.2833;-74.7333;2445;12.3
Huntingdon;QC;Quebec;45.08;-74.17;2444;879.2
Hebertville;QC;Quebec;48.4;-71.6833;2441;9.3
Black River-Matheson;ON;Ontario;48.5333;-80.4667;2438;2.1
Saint-Michel-des-Saints;QC;Quebec;46.6833;-73.9167;2436;4.9
Dufferin;MB;Manitoba;49.5319;-98.07;2435;2.7
Saint-Victor;QC;Quebec;46.15;-70.9;2430;20.2
Sicamous;BC;British Columbia;50.8378;-118.9703;2429;192
Cap Pele;NB;New Brunswick;46.2172;-64.2822;2425;103.8
Kelsey;MB;Manitoba;53.7356;-101.395;2424;2.8
Killaloe, Hagarty and Richards;ON;Ontario;45.6;-77.5;2420;6.1
Alvinston;ON;Ontario;42.8489;-81.9049;2411;7.7
Dundurn No. 314;SK;Saskatchewan;51.8261;-106.5416;2404;3
Saint-Ephrem-de-Beauce;QC;Quebec;46.0516;-70.9374;2400;20.2
Assiniboia;SK;Saskatchewan;49.6167;-105.9833;2389;630.3
Temiscaming;QC;Quebec;46.7167;-79.1;2385;3.3
Magrath;AB;Alberta;49.4239;-112.8683;2374;396.4
Sainte-Genevieve-de-Berthier;QC;Quebec;46.0833;-73.2167;2365;35.5
Buctouche;NB;New Brunswick;46.4719;-64.7249;2361;130.5
Grand Manan;NB;New Brunswick;44.69;-66.82;2360;15.8
Sainte-Madeleine;QC;Quebec;45.6;-73.1;2356;439.8
Boissevain;MB;Manitoba;49.1779;-100.0955;2353;2.2
Scott;QC;Quebec;46.512;-71.077;2352;75.1
Sainte-Croix;QC;Quebec;46.62;-71.73;2352;33.8
Algonquin Highlands;ON;Ontario;45.4;-78.75;2351;2.3
Valcourt;QC;Quebec;45.5;-72.3167;2349;467.3
Saint George;NB;New Brunswick;45.2916;-66.8501;2341;4.7
Paquetville;NB;New Brunswick;47.6334;-65.1803;2329;10.6
Saint-Dominique;QC;Quebec;45.5667;-72.85;2327;33.7
Clearwater;BC;British Columbia;51.65;-120.0333;2324;41.7
Addington Highlands;ON;Ontario;45;-77.25;2323;1.7
Lillooet;BC;British Columbia;50.6864;-121.9364;2321;84.4
Burin;NL;Newfoundland and Labrador;47.05;-55.18;2315;67.8
Grand Bank;NL;Newfoundland and Labrador;47.1;-55.7833;2310;136.1
Lery;QC;Quebec;45.35;-73.8;2307;218.2
Minto;NB;New Brunswick;46.1497;-66.1067;2305;72.8
Rosthern No. 403;SK;Saskatchewan;52.6206;-106.3967;2300;2.4
Chase;BC;British Columbia;50.8189;-119.6844;2286;607
Mansfield-et-Pontefract;QC;Quebec;45.8611;-76.7392;2285;4.8
Saint-Denis;QC;Quebec;45.7833;-73.15;2285;26.9
Outlook;SK;Saskatchewan;51.5;-107.05;2279;291
Mitchell;MB;Manitoba;49.5363;-96.7634;2279;704.7
Saint-Gedeon-de-Beauce;QC;Quebec;45.85;-70.6333;2277;11.6
Saint-Leonard-d'Aston;QC;Quebec;46.1;-72.3667;2271;27.5
Lunenburg;NS;Nova Scotia;44.3833;-64.3167;2263;560.1
Northesk;NB;New Brunswick;47.2569;-66.2613;2263;0.7
Albanel;QC;Quebec;48.8833;-72.45;2262;11.4
St. Anthony;NL;Newfoundland and Labrador;51.3725;-55.5947;2258;61
Pessamit;QC;Quebec;49.0485;-68.6814;2256;8.8
Maskinonge;QC;Quebec;46.2333;-73.0167;2253;30.2
Saint-Charles-de-Bellechasse;QC;Quebec;46.7667;-70.95;2246;24.1
Fogo Island;NL;Newfoundland and Labrador;49.6667;-54.1833;2244;9.4
East Broughton;QC;Quebec;46.2167;-71.0667;2229;255.3
Lantz;NS;Nova Scotia;44.9894;-63.4736;2229;749.9
Calmar;AB;Alberta;53.25;-113.7833;2228;476.2
Highlands;BC;British Columbia;48.52;-123.5;2225;58.5
Saint-Polycarpe;QC;Quebec;45.3;-74.3;2224;31.8
Logy Bay-Middle Cove-Outer Cove;NL;Newfoundland and Labrador;47.63;-52.68;2221;130.9
Deschambault;QC;Quebec;46.6436;-72.0236;2220;17.8
Canora;SK;Saskatchewan;51.6339;-102.4369;2219;303.7
Upper Miramichi;NB;New Brunswick;46.5254;-66.2085;2218;1.2
Anmore;BC;British Columbia;49.3144;-122.8564;2210;80.2
Hardwicke;NB;New Brunswick;47.0208;-65.0302;2201;7.9
Saint-Come;QC;Quebec;46.27;-73.78;2198;13.5
Waskaganish;QC;Quebec;51.3674;-78.7069;2196;4.4
Twillingate;NL;Newfoundland and Labrador;49.6444;-54.7436;2196;85.3
Saint-Quentin;NB;New Brunswick;47.5135;-67.3921;2194;517.2
Lebel-sur-Quevillon;QC;Quebec;49.05;-76.9833;2187;53.8
Pilot Butte;SK;Saskatchewan;50.4667;-104.4167;2183;377.7
Nanton;AB;Alberta;50.3494;-113.7717;2181;447.8
Pierreville;QC;Quebec;46.0667;-72.8167;2176;27.8
New-Wes-Valley;NL;Newfoundland and Labrador;49.15;-53.5833;2172;16.3
Pennfield Ridge;NB;New Brunswick;45.1924;-66.6858;2170;6
West Interlake;MB;Manitoba;50.9837;-98.3572;2162;1.3
Biggar;SK;Saskatchewan;52.059;-107.979;2161;137.2
Britannia No. 502;SK;Saskatchewan;53.4236;-109.7772;2153;2.3
Kent;NB;New Brunswick;46.6221;-67.2953;2153;2.6
Wabana;NL;Newfoundland and Labrador;47.65;-52.9333;2146;148
Saint-Gilles;QC;Quebec;46.5167;-71.3667;2138;12.1
Wendake;QC;Quebec;46.8693;-71.3628;2134;1253.9
Saint-Bernard;QC;Quebec;46.5;-71.1333;2131;23.7
Sainte-Cecile-de-Milton;QC;Quebec;45.4833;-72.75;2128;29.1
Saint-Roch-de-Richelieu;QC;Quebec;45.8833;-73.1667;2122;60.9
Saint-Nazaire;QC;Quebec;48.5833;-71.5333;2114;14.6
Saint-Elzear;QC;Quebec;46.4;-71.0667;2107;24.1
Hinchinbrooke;QC;Quebec;45.05;-74.1;2103;14.1
Saint-Francois-Xavier-de-Brompton;QC;Quebec;45.5333;-72.05;2101;21.5
Papineauville;QC;Quebec;45.6167;-75.0167;2101;34.3
Prairie View;MB;Manitoba;50.3304;-100.9803;2088;1.2
Cowichan Bay;BC;British Columbia;48.7666;-123.6743;2086;89.5
Saint-Ignace-de-Loyola;QC;Quebec;46.0667;-73.1333;2086;57.7
Central Manitoulin;ON;Ontario;45.7167;-82.2;2084;4.8
Maple Creek;SK;Saskatchewan;49.9167;-109.4667;2084;471.3
Glovertown;NL;Newfoundland and Labrador;48.6667;-54.05;2083;29.6
Tofield;AB;Alberta;53.3703;-112.6667;2081;253.4
Madoc;ON;Ontario;44.5833;-77.5167;2078;7.9
Upton;QC;Quebec;45.65;-72.6833;2075;37.3
Sainte-Anne-de-Sabrevois;QC;Quebec;45.2;-73.2167;2074;46.3
Logan Lake;BC;British Columbia;50.4911;-120.8153;2073;6.4
Sainte-Anne-de-la-Perade;QC;Quebec;46.5833;-72.2;2072;18.8
Saint-Damien-de-Buckland;QC;Quebec;46.6333;-70.6667;2071;25.2
Baker Lake;NU;Nunavut;64.3287;-96.0308;2069;11.4
Saltair;BC;British Columbia;48.9504;-123.7637;2069;305.1
Pouch Cove;NL;Newfoundland and Labrador;47.767;-52.767;2069;35.5
Saint-Ferdinand;QC;Quebec;46.1;-71.5667;2067;15.1
Port McNeill;BC;British Columbia;50.5903;-127.0847;2064;149.9
Digby;NS;Nova Scotia;44.6222;-65.7606;2060;654.6
Manouane;QC;Quebec;47.2091;-74.3833;2060;258.4
Saint-Gervais;QC;Quebec;46.7167;-70.8833;2058;23.1
Neebing;ON;Ontario;48.1833;-89.4667;2055;2.3
Redwater;AB;Alberta;53.9489;-113.1067;2053;102.5
Saint-Alexandre-de-Kamouraska;QC;Quebec;47.6817;-69.625;2050;18.4
Saint-Marc-sur-Richelieu;QC;Quebec;45.6833;-73.2;2050;33.8
Mandeville;QC;Quebec;46.3667;-73.35;2043;6.3
Caplan;QC;Quebec;48.1;-65.6833;2039;23.7
Point Edward;ON;Ontario;42.9931;-82.4083;2037;620.6
Allardville;NB;New Brunswick;47.4321;-65.4383;2032;3.1
Waterville;QC;Quebec;45.2667;-71.9;2028;45.7
Saint-Damien;QC;Quebec;46.33;-73.48;2020;7.9
Lac-Nominingue;QC;Quebec;46.4;-75.0333;2019;6.6
Obedjiwan;QC;Quebec;48.6686;-74.9289;2019;234.4
Rama;SK;Saskatchewan;51.7578;-103.0008;2016;3087.3
McCreary;MB;Manitoba;50.7494;-99.485;2011;274.7
Deloraine-Winchester;MB;Manitoba;49.1775;-100.4322;2011;2
Oakland-Wawanesa;MB;Manitoba;49.6208;-99.8481;2011;2.9
Brenda-Waskada;MB;Manitoba;49.1775;-100.7019;2011;0.9
Russell-Binscarth;MB;Manitoba;50.7272;-101.3689;2011;4.3
Ellice-Archie;MB;Manitoba;50.3239;-101.2729;2011;0.8
Souris-Glenwood;MB;Manitoba;49.6208;-100.2581;2011;4.4
Riverdale;MB;Manitoba;49.975;-100.2789;2011;3.7
Pembina;MB;Manitoba;49.1775;-98.5408;2011;2.1
Wallace-Woodworth;MB;Manitoba;49.9156;-100.9389;2011;1.5
Lorne;MB;Manitoba;49.4436;-98.7494;2011;3.3
Ethelbert;MB;Manitoba;51.5364;-100.4981;2011;104.3
Yellowhead;MB;Manitoba;50.4847;-100.4828;2011;1.8
Swan Valley West;MB;Manitoba;51.9978;-101.3944;2011;1.6
Grey;MB;Manitoba;49.7094;-98.0736;2011;2.8
Gilbert Plains;MB;Manitoba;51.1547;-100.4381;2011;1.4
Norfolk-Treherne;MB;Manitoba;49.6653;-98.5967;2011;2.4
Hamiota;MB;Manitoba;50.1964;-100.6342;2011;248.3
Emerson-Franklin;MB;Manitoba;49.1333;-97.0331;2011;2.6
Sifton;MB;Manitoba;49.6653;-100.6678;2011;2.6
Rossburn;MB;Manitoba;50.7272;-100.7408;2011;150.4
Grand View;MB;Manitoba;51.155;-100.7892;2011;310.3
Grassland;MB;Manitoba;49.4306;-100.3103;2011;1.2
Louise;MB;Manitoba;49.1772;-98.8794;2011;2
Ste. Rose;MB;Manitoba;51.0222;-99.4306;2011;2.7
Cartwright-Roblin;MB;Manitoba;49.1331;-99.2797;2011;1.8
Mossey River;MB;Manitoba;51.755;-99.9664;2011;1
Lakeshore;MB;Manitoba;51.244;-99.6562;2011;1.1
Riding Mountain West;MB;Manitoba;50.8347;-101.0961;2011;0.9
Clanwilliam-Erickson;MB;Manitoba;50.5061;-99.8156;2011;2.5
Glenboro-South Cypress;MB;Manitoba;49.665;-99.3708;2011;1.4
North Norfolk;MB;Manitoba;49.9308;-98.8356;2011;3.3
Reinland;MB;Manitoba;49.1331;-97.5942;2011;6.2
Minitonas-Bowsman;MB;Manitoba;52.1433;-100.9772;2011;1.4
Kippens;NL;Newfoundland and Labrador;48.5492;-58.6236;2008;140.3
Blucher;SK;Saskatchewan;52.0134;-106.2176;2006;2.5
Hatley;QC;Quebec;45.27;-71.95;2003;28
Saint-Gedeon;QC;Quebec;48.5;-71.7667;2001;31.5
Kingsey Falls;QC;Quebec;45.85;-72.0667;2000;28.7
Provost;AB;Alberta;52.3539;-110.2686;1998;423
Saint-Charles;NB;New Brunswick;46.6692;-65.0184;1997;11.4
Mattawa;ON;Ontario;46.3167;-78.7;1993;544.8
Tumbler Ridge;BC;British Columbia;55.1333;-121;1987;1.3
Terrasse-Vaudreuil;QC;Quebec;45.4;-73.9833;1986;1865.2
L'Ascension-de-Notre-Seigneur;QC;Quebec;48.7;-71.6833;1983;15
Bow Island;AB;Alberta;49.8667;-111.3667;1983;341.6
Barraute;QC;Quebec;48.4333;-77.6333;1980;4
One Hundred Mile House;BC;British Columbia;51.6413;-121.3127;1980;37.2
Kedgwick;NB;New Brunswick;47.6456;-67.3431;1979;3
Gambo;NL;Newfoundland and Labrador;48.7833;-54.2167;1978;21.5
Saint-Liguori;QC;Quebec;46.0167;-73.5667;1976;39.1
Bonfield;ON;Ontario;46.2167;-79.1333;1975;9.5
Pointe-Lebel;QC;Quebec;49.1667;-68.2;1973;23.3
Saint Mary;NB;New Brunswick;46.3987;-64.8681;1972;8.3
Saint-Patrice-de-Sherrington;QC;Quebec;45.1667;-73.5167;1971;21.3
Fox Creek;AB;Alberta;54.395;-116.8092;1971;159.4
Dawn-Euphemia;ON;Ontario;42.7;-82.0167;1967;4.4
Chapleau;ON;Ontario;47.8333;-83.4;1964;138.2
Saint-Esprit;QC;Quebec;45.9;-73.6667;1963;36.4
Westfield Beach;NB;New Brunswick;45.3432;-66.2868;1962;6.6
Montague;PE;Prince Edward Island;46.1652;-62.65;1961;620.8
Mashteuiatsh;QC;Quebec;48.569;-72.2495;1957;134.9
Saint-Francois-du-Lac;QC;Quebec;46.0667;-72.8333;1957;30.4
Eel River Crossing;NB;New Brunswick;48.0125;-66.4208;1953;29.8
Saint-Fulgence;QC;Quebec;48.45;-70.9;1949;5.5
Millet;AB;Alberta;53.0978;-113.4728;1945;522.9
Vallee-Jonction;QC;Quebec;46.3667;-70.9167;1940;76.6
Saint-Georges-de-Cacouna;QC;Quebec;47.9167;-69.5;1939;30.6
Lumsden No. 189;SK;Saskatchewan;50.6734;-104.7686;1938;2.4
Manitouwadge;ON;Ontario;49.1333;-85.8333;1937;5.5
Wellington;ON;Ontario;43.9579;-77.3534;1932;275.4
Swift Current No. 137;SK;Saskatchewan;50.2211;-107.8559;1932;1.8
Tofino;BC;British Columbia;49.1275;-125.8852;1932;183.1
Fort Qu'Appelle;SK;Saskatchewan;50.7667;-103.7833;1919;363.2
Vulcan;AB;Alberta;50.4;-113.25;1917;302.3
Indian Head;SK;Saskatchewan;50.5333;-103.6667;1910;602
Petit Rocher;NB;New Brunswick;47.7839;-65.7159;1908;425.2
Wabush;NL;Newfoundland and Labrador;52.9081;-66.869;1906;41.2
Saint-Fabien;QC;Quebec;48.3;-68.87;1906;15.9
Watrous;SK;Saskatchewan;51.6841;-105.4661;1900;170.1
North Frontenac;ON;Ontario;44.95;-76.9;1898;1.6
Lac-Superieur;QC;Quebec;46.2;-74.4667;1892;5.1
Les Escoumins;QC;Quebec;48.35;-69.4;1891;7
Richibucto;NB;New Brunswick;46.6189;-64.8385;1887;7.6
Riviere-Beaudette;QC;Quebec;45.2333;-74.3333;1885;101.9
Saint-Barthelemy;QC;Quebec;46.1833;-73.1333;1883;17.9
Nisga'a;BC;British Columbia;55.1078;-129.4293;1880;0.9
Austin;QC;Quebec;45.1833;-72.2833;1880;25.5
Saint-Mathieu;QC;Quebec;45.3167;-73.5164;1879;59.5
Saint-Paul-de-l'Ile-aux-Noix;QC;Quebec;45.1333;-73.2833;1877;63.4
Orkney No. 244;SK;Saskatchewan;51.2557;-102.6469;1875;2.3
Behchoko;NT;Northwest Territories;62.8184;-115.9933;1874;24.9
Saint-Joseph-de-Coleraine;QC;Quebec;45.97;-71.37;1870;14.7
Saint-Cyprien-de-Napierville;QC;Quebec;45.1833;-73.4167;1869;19.2
Sayabec;QC;Quebec;48.5667;-67.6833;1864;14.3
Valleyview;AB;Alberta;55.0686;-117.2683;1863;199.9
Deleage;QC;Quebec;46.3833;-75.9167;1856;7.5
Potton;QC;Quebec;45.0833;-72.3667;1849;7.1
Sainte-Beatrix;QC;Quebec;46.2;-73.6167;1849;22
Sainte-Justine;QC;Quebec;46.4;-70.35;1845;14.6
Eastman;QC;Quebec;45.3341;-72.3041;1843;25
Saint-Valerien-de-Milton;QC;Quebec;45.5667;-72.7167;1840;17.1
Saint-Cuthbert;QC;Quebec;46.15;-73.2333;1839;13.9
Saint-Blaise-sur-Richelieu;QC;Quebec;45.2167;-73.2833;1837;26.3
Middleton;NS;Nova Scotia;44.9418;-65.0686;1832;329.1
Maugerville;NB;New Brunswick;46.1301;-66.2859;1831;2
Dalmeny;SK;Saskatchewan;52.3411;-106.7733;1826;805.7
Kamsack;SK;Saskatchewan;51.565;-101.8947;1825;311.8
Lumsden;SK;Saskatchewan;50.6463;-104.8676;1824;402
Trinity Bay North;NL;Newfoundland and Labrador;48.4978;-53.086;1819;71.5
Saint-Michel-de-Bellechasse;QC;Quebec;46.8667;-70.9167;1816;41
Sainte-Angele-de-Monnoir;QC;Quebec;45.3833;-73.1;1812;39.9
Picture Butte;AB;Alberta;49.8731;-112.78;1810;635.1
Sacre-Coeur-Saguenay;QC;Quebec;48.2479;-69.854;1803;5.9
Saint-Louis;NB;New Brunswick;46.7048;-65.1046;1802;7
Victoria;NL;Newfoundland and Labrador;47.7675;-53.2411;1800;102
Saint-Robert;QC;Quebec;45.9667;-73;1794;27.7
Armstrong;MB;Manitoba;50.64;-97.495;1792;1
Saint-Pierre-de-l'Ile-d'Orleans;QC;Quebec;46.8833;-71.0667;1789;57.1
La Guadeloupe;QC;Quebec;45.95;-70.93;1787;54.8
Saint Andrews;NB;New Brunswick;45.074;-67.0521;1786;213.9
Burns Lake;BC;British Columbia;54.2292;-125.7625;1779;269.8
Povungnituk;QC;Quebec;60.0477;-77.2751;1779;20.6
Manners Sutton;NB;New Brunswick;45.6417;-67.0609;1777;3.4
Gore;QC;Quebec;45.77;-74.25;1775;19.1
Deseronto;ON;Ontario;44.2;-77.05;1774;705.7
Lamont;AB;Alberta;53.7603;-112.7778;1774;192.8
Chambord;QC;Quebec;48.4333;-72.0667;1773;14.6
Dudswell;QC;Quebec;45.5833;-71.5833;1771;8.1
Wynyard;SK;Saskatchewan;51.7667;-104.1833;1767;334.1
Cambridge Bay;NU;Nunavut;69.1528;-105.1707;1766;8.7
Saint-Narcisse;QC;Quebec;46.5667;-72.4667;1762;16.8
Frontenac Islands;ON;Ontario;44.2;-76.3833;1760;10.1
Waswanipi;QC;Quebec;49.7883;-75.9544;1759;4.2
Inukjuak;QC;Quebec;58.4824;-78.1309;1757;31.6
Piney;MB;Manitoba;49.2069;-95.8333;1755;0
Komoka;ON;Ontario;42.958;-81.4001;1754;1576.6
Saint-Zacharie;QC;Quebec;46.1333;-70.3667;1751;9.4
Hemmingford;QC;Quebec;45.0833;-73.5833;1747;11.1
Shelburne;NS;Nova Scotia;43.7633;-65.3236;1743;197.2
Saint-Clet;QC;Quebec;45.35;-74.22;1738;44.3
Carberry;MB;Manitoba;49.8689;-99.3594;1738;350.7
Brighton;NB;New Brunswick;46.3316;-67.3585;1735;3.4
Saint-Antoine;NB;New Brunswick;46.3629;-64.753;1733;274.3
Warfield;BC;British Columbia;49.0953;-117.7344;1729;910
Northampton;NB;New Brunswick;46.1313;-67.4713;1724;7.1
Saint-Ours;QC;Quebec;45.8833;-73.15;1721;29
Stephenville Crossing;NL;Newfoundland and Labrador;48.5167;-58.4167;1719;55.1
Sainte-Anne-de-la-Pocatiere;QC;Quebec;47.35;-70;1717;31.1
Ucluelet;BC;British Columbia;48.9358;-125.5433;1717;264.5
Saint-Placide;QC;Quebec;45.5333;-74.2;1715;39.8
Barriere;BC;British Columbia;51.1803;-120.1261;1713;164.7
